Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.05,0.001,0.01,0.002664865,0.053871556,5,1.375,1.25,1.229166667,1.0375,0.866666667,0.75,0.674107143,0.618055556,0.580555556,0.545454545,0.513257576,0.483974359,0.472527473,0.453571429,0.433333333,0.419117647,0.404411765,0.390350877,0.380263158,0.366666667,0.274063
0.05,0.001,0.03,0.005356915,0.046771535,4,1.25,0.833333333,0.729166667,0.6375,0.575,0.541666667,0.508928571,0.486111111,0.452777778,0.440909091,0.424242424,0.411858974,0.392857143,0.398809524,0.394791667,0.386029412,0.388888889,0.381578947,0.369736842,0.357738095,0.278514194
0.05,0.003,0.01,0.01215198,0.055846777,6,3.5,2.125,1.791666667,1.575,1.358333333,1.255952381,1.169642857,1.125,1.069444444,1.029545455,0.981060606,0.943910256,0.910714286,0.879761905,0.85625,0.829044118,0.809640523,0.805555556,0.794736842,0.781547619,0.196130945
0.05,0.003,0.03,0.012649965,0.052618986,6,2.75,2.166666667,1.9375,1.65,1.366666667,1.25,1.25,1.1875,1.094444444,1.031818182,0.975378788,0.945512821,0.907967033,0.886904762,0.872916667,0.853860294,0.840686275,0.837719298,0.842105263,0.848809524,0.196744168
0.05,0.005,0.01,0.011008671,0.063152819,7,3.375,2.541666667,2.020833333,1.8875,1.766666667,1.666666667,1.558035714,1.440972222,1.413888889,1.322727273,1.285984848,1.291666667,1.292582418,1.339285714,1.321875,1.349264706,1.339869281,1.314327485,1.277631579,1.233928571,0.179301562
0.05,0.005,0.03,0.009865023,0.141491351,7,2.625,1.958333333,1.520833333,1.1875,1.025,1.06547619,1.053571429,0.96875,0.95,0.918181818,0.935606061,0.873397436,0.843406593,0.816666667,0.802083333,0.78125,0.748366013,0.744152047,0.710526316,0.679166667,0.248162998
0.09,0.001,0.01,0.006347058,0.014988462,5,1.5,1.375,1.166666667,1.175,1.133333333,1.130952381,1.044642857,0.986111111,0.944444444,0.904545455,0.863636364,0.820512821,0.785714286,0.75952381,0.758333333,0.746323529,0.719771242,0.701023392,0.699342105,0.700595238,0.209069674
0.09,0.001,0.03,0.004619292,0.022308315,5,1.5,1.541666667,1.291666667,1.15,1.05,1.035714286,0.955357143,0.868055556,0.833333333,0.781818182,0.740530303,0.724358974,0.712912088,0.705952381,0.690625,0.675551471,0.661764706,0.648391813,0.629605263,0.625,0.219083929
0.09,0.003,0.01,0.003072687,0.017499049,10,6.5,5.25,4.416666667,3.8625,3.466666667,3.238095238,3.21875,3.215277778,3.119444444,2.945454545,2.778409091,2.612179487,2.467032967,2.330952381,2.198958333,2.083639706,1.980392157,1.890350877,1.799342105,1.725595238,0.140647554
0.09,0.003,0.03,0.019104973,0.019354554,11,5.375,4.416666667,4.166666667,3.825,3.591666667,3.321428571,3.151785714,2.940972222,2.825,2.729545455,2.607954545,2.479166667,2.380494505,2.286904762,2.171875,2.067095588,1.975490196,1.881578947,1.793421053,1.713095238,0.160114564
