Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.11,0.001,0.03,0.005216242,0.006778688,5,0.5,1.166666667,1.104166667,1.075,1.041666667,1.041666667,0.973214286,0.9375,0.938888889,0.925,0.924242424,0.91025641,0.881868132,0.853571429,0.827083333,0.804227941,0.779411765,0.755116959,0.736842105,0.711309524,0.21845795
0.11,0.003,0.03,0.005255949,0.013195927,11,6.125,5.625,5.916666667,5.4625,5.05,4.702380952,4.392857143,4.121527778,3.811111111,3.493181818,3.240530303,3.019230769,2.831043956,2.655952381,2.511458333,2.368566176,2.243464052,2.130116959,2.0375,1.948214286,0.129891135
0.11,0.005,0.03,0.008003905,0.008983215,17,10.125,9.166666667,8.625,7.7875,6.841666667,5.928571429,5.299107143,4.746527778,4.297222222,3.918181818,3.589015152,3.314102564,3.111263736,2.927380952,2.754166667,2.595588235,2.45751634,2.345760234,2.246710526,2.154761905,0.152834115
0.09,0.001,0.03,0.009176362,0.022615515,5,1,1,0.979166667,0.9125,0.775,0.744047619,0.754464286,0.746527778,0.741666667,0.709090909,0.681818182,0.653846154,0.637362637,0.63452381,0.622916667,0.614889706,0.610294118,0.610380117,0.6,0.592261905,0.254832163
0.09,0.003,0.03,0.00234094,0.001785212,10,4.25,4.5,4.395833333,3.9625,3.891666667,3.898809524,3.665178571,3.520833333,3.288888889,3.054545455,2.863636364,2.684294872,2.51510989,2.36547619,2.225,2.114889706,2.010620915,1.915935673,1.826315789,1.751190476,0.141441264
0.09,0.005,0.03,0.005385165,0.015897729,13,7.75,7.375,6.5,5.775,5.4,4.922619048,4.522321429,4.128472222,3.766666667,3.479545455,3.225378788,2.991987179,2.803571429,2.64047619,2.485416667,2.352022059,2.243464052,2.137426901,2.052631579,1.979166667,0.142028126
0.1,0.001,0.03,0.005498757,0.009611753,6,1.5,1.625,1.5,1.425,1.291666667,1.148809524,1.165178571,1.111111111,1.061111111,1.059090909,1.026515152,1.004807692,1.002747253,0.986904762,0.961458333,0.923713235,0.889705882,0.865497076,0.841447368,0.827380952,0.212636674
0.1,0.003,0.03,0.001414214,0.011125219,13,7.5,6.375,5.958333333,5.4875,5.15,4.93452381,4.558035714,4.128472222,3.766666667,3.434090909,3.179924242,2.942307692,2.744505495,2.561904762,2.397916667,2.266544118,2.144607843,2.041666667,1.942763158,1.854761905,0.147109538
0.1,0.005,0.03,0.007071068,0.006960603,23,13,11.625,9.895833333,8.525,7.325,6.31547619,5.553571429,4.916666667,4.461111111,4.061363636,3.736742424,3.480769231,3.245879121,3.035714286,2.833333333,2.663602941,2.514705882,2.400584795,2.281578947,2.191071429,0.181012562
0.11,0.001,0.03,0.003651326,0.012927624,4,0.625,1,0.875,0.8375,0.833333333,0.797619048,0.727678571,0.708333333,0.702777778,0.675,0.668560606,0.653846154,0.65521978,0.635714286,0.635416667,0.626838235,0.610294118,0.602339181,0.593421053,0.59702381,0.22147271
0.11,0.003,0.03,0.002021511,0.008286657,10,5.75,5.625,5.416666667,4.975,4.625,4.398809524,4.169642857,3.878472222,3.597222222,3.395454545,3.214015152,3.022435897,2.854395604,2.683333333,2.525,2.384191176,2.254901961,2.138157895,2.039473684,1.94702381,0.123618262
0.11,0.005,0.03,0.007071068,0.006917417,21,11.75,9.916666667,8.479166667,7.8,6.9,6.023809524,5.308035714,4.701388889,4.261111111,3.884090909,3.564393939,3.302884615,3.087912088,2.903571429,2.735416667,2.590992647,2.458333333,2.342836257,2.2375,2.141071429,0.178892123
0.09,0.001,0.03,0.008795583,0.028364375,5,1.25,1.166666667,0.9375,0.95,0.975,0.904761905,0.834821429,0.819444444,0.775,0.722727273,0.702651515,0.674679487,0.657967033,0.648809524,0.629166667,0.614889706,0.602124183,0.590643275,0.580921053,0.575595238,0.242561025
0.09,0.003,0.03,0.009944289,0.024484783,10,4.125,3.708333333,3.416666667,3.225,3.125,2.904761905,2.767857143,2.732638889,2.65,2.531818182,2.431818182,2.341346154,2.258241758,2.183333333,2.098958333,2.009191176,1.919117647,1.836988304,1.763157895,1.689880952,0.162024372
0.09,0.005,0.03,0.003515434,0.025303156,10,6,5.416666667,4.75,4.4125,4.108333333,3.851190476,3.71875,3.520833333,3.336111111,3.163636364,3.005681818,2.842948718,2.68543956,2.546428571,2.423958333,2.320772059,2.214052288,2.121345029,2.040131579,1.967857143,0.130810203
0.1,0.001,0.03,0.003049215,0.003944248,5,1.5,1.583333333,1.645833333,1.575,1.608333333,1.535714286,1.473214286,1.454861111,1.419444444,1.361363636,1.329545455,1.28525641,1.251373626,1.192857143,1.1375,1.091911765,1.043300654,1.000730994,0.972368421,0.933333333,0.159259631
0.1,0.003,0.03,0.002150581,0.003004057,13,9,6.958333333,6.25,6.025,5.608333333,5.154761905,4.633928571,4.204861111,3.811111111,3.5,3.229166667,2.983974359,2.771978022,2.598809524,2.453125,2.313419118,2.197712418,2.083333333,1.983552632,1.892261905,0.14030746
0.1,0.005,0.03,0.007905694,0.014634178,17,11.5,9.916666667,8.5,7.5125,6.575,5.898809524,5.245535714,4.746527778,4.313888889,3.954545455,3.647727273,3.386217949,3.164835165,2.977380952,2.816666667,2.653492647,2.519607843,2.394736842,2.301315789,2.202380952,0.150139759
0.11,0.001,0.03,0.010026255,0.003552809,5,1.125,1.291666667,1.25,1.1625,1.108333333,1.095238095,1.040178571,1.013888889,0.972222222,0.952272727,0.912878788,0.900641026,0.877747253,0.892857143,0.907291667,0.892463235,0.864379085,0.844298246,0.834868421,0.81547619,0.201985913
0.11,0.003,0.03,0.003405877,0.005133331,11,5.625,6,5.875,5.5875,5.075,4.607142857,4.316964286,4.0625,3.758333333,3.495454545,3.253787879,3.033653846,2.843406593,2.679761905,2.533333333,2.394301471,2.281862745,2.17251462,2.070394737,1.974404762,0.129961706
0.11,0.005,0.03,0,0.000326087,18,9.25,9.291666667,8.729166667,7.6875,6.783333333,6.023809524,5.316964286,4.75,4.313888889,3.929545455,3.607954545,3.342948718,3.133241758,2.945238095,2.778125,2.609375,2.467320261,2.353070175,2.246710526,2.150595238,0.161130846
0.09,0.001,0.03,0.004752217,0.017321663,5,1.25,1.083333333,1.020833333,0.9375,0.841666667,0.839285714,0.821428571,0.809027778,0.8,0.797727273,0.785984848,0.780448718,0.755494505,0.746428571,0.720833333,0.700367647,0.709150327,0.701023392,0.688815789,0.673809524,0.232957316
0.09,0.003,0.03,0.007507819,0.02727703,9,4.625,3.958333333,3.666666667,3.3,3.058333333,2.767857143,2.651785714,2.555555556,2.488888889,2.434090909,2.335227273,2.209935897,2.112637363,2.04047619,1.994791667,1.926470588,1.852941176,1.782163743,1.711184211,1.64702381,0.149702184
0.09,0.005,0.03,0.015811388,0.018491328,13,7,5.916666667,5.291666667,4.9125,4.683333333,4.464285714,4.138392857,3.895833333,3.602777778,3.345454545,3.107954545,2.891025641,2.710164835,2.554761905,2.416666667,2.294117647,2.178104575,2.075292398,1.994736842,1.916666667,0.154045953
0.1,0.001,0.03,0.003781766,0.011012732,6,1.375,1.458333333,1.375,1.45,1.516666667,1.482142857,1.401785714,1.319444444,1.219444444,1.168181818,1.140151515,1.086538462,1.042582418,1.017857143,0.99375,0.952205882,0.934640523,0.896929825,0.871052632,0.845238095,0.203066674
0.1,0.003,0.03,0.00728011,0.008562423,13,8.125,7,6.583333333,5.975,5.558333333,5.05952381,4.589285714,4.173611111,3.816666667,3.509090909,3.246212121,3.004807692,2.787087912,2.604761905,2.45,2.308823529,2.182189542,2.067251462,1.971052632,1.882142857,0.141467074
0.1,0.005,0.03,0.003535534,0.014820011,16,9.25,7.916666667,7.020833333,6.4625,6.091666667,5.80952381,5.241071429,4.770833333,4.311111111,3.95,3.613636364,3.33974359,3.098901099,2.907142857,2.734375,2.585477941,2.466503268,2.350877193,2.260526316,2.163095238,0.153338243
0.11,0.001,0.03,0.009278443,0.00509902,6,1.25,1.416666667,1.229166667,1.05,0.991666667,0.904761905,0.830357143,0.788194444,0.763888889,0.747727273,0.71780303,0.719551282,0.721153846,0.720238095,0.70625,0.701286765,0.714052288,0.70248538,0.690789474,0.68452381,0.260297323
0.11,0.003,0.03,0.003820995,0.004372881,13,8.5,7.458333333,6.625,5.9875,5.325,4.833333333,4.491071429,4.152777778,3.863888889,3.568181818,3.287878788,3.065705128,2.870879121,2.689285714,2.5375,2.399816176,2.267973856,2.150584795,2.048026316,1.957738095,0.139664092
0.11,0.005,0.03,0.005929271,0.017694282,15,7.875,7.291666667,7.0625,6.675,6.116666667,5.779761905,5.165178571,4.59375,4.191666667,3.859090909,3.554924242,3.310897436,3.090659341,2.885714286,2.73125,2.580882353,2.441993464,2.317982456,2.2125,2.130952381,0.148709149
0.09,0.001,0.03,0.012148896,0.010173879,6,1.25,1.208333333,1.166666667,0.975,0.908333333,0.797619048,0.754464286,0.75,0.722222222,0.731818182,0.748106061,0.732371795,0.718406593,0.711904762,0.716666667,0.704963235,0.712418301,0.709795322,0.693421053,0.680952381,0.267935332
0.09,0.003,0.03,0.018867962,0.018686242,12,4.375,3.833333333,4.020833333,3.9875,3.675,3.380952381,3.263392857,3.048611111,2.858333333,2.709090909,2.632575758,2.520833333,2.396978022,2.267857143,2.157291667,2.072610294,1.972222222,1.883040936,1.803947368,1.732142857,0.174948672
0.09,0.005,0.03,0.009216777,0.021242745,10,5.875,5.541666667,4.833333333,4.6,4.4,4.238095238,4.058035714,3.732638889,3.488888889,3.3,3.073863636,2.879807692,2.714285714,2.552380952,2.430208333,2.302389706,2.18627451,2.098684211,2.021710526,1.939880952,0.127767533
0.1,0.001,0.03,0.002361738,0.0052076,6,2.125,1.583333333,1.604166667,1.5125,1.458333333,1.404761905,1.397321429,1.3125,1.291666667,1.302272727,1.284090909,1.230769231,1.192307692,1.160714286,1.115625,1.079044118,1.031045752,0.993421053,0.953947368,0.913095238,0.187817431
0.1,0.003,0.03,0.003931168,0.01175448,11,6.5,5.583333333,5.583333333,5.35,4.95,4.660714286,4.316964286,4.013888889,3.697222222,3.393181818,3.149621212,2.929487179,2.721153846,2.554761905,2.401041667,2.266544118,2.14869281,2.045321637,1.948026316,1.858928571,0.132414908
0.1,0.005,0.03,0.001,0.006544983,18,12.75,11.04166667,9.5,7.975,7.05,6.125,5.4375,4.854166667,4.386111111,3.981818182,3.664772727,3.394230769,3.175824176,2.972619048,2.798958333,2.655330882,2.515522876,2.401315789,2.301973684,2.210119048,0.151016936
0.11,0.001,0.03,0.004305589,0.020373064,5,0.5,0.666666667,0.729166667,0.8625,0.808333333,0.779761905,0.754464286,0.760416667,0.722222222,0.693181818,0.670454545,0.647435897,0.645604396,0.651190476,0.642708333,0.632352941,0.645424837,0.644005848,0.6375,0.636309524,0.266955686
0.11,0.003,0.03,0.001929221,0.00830444,11,6.5,5.666666667,5.375,5.35,5.066666667,4.732142857,4.348214286,4.079861111,3.786111111,3.475,3.234848485,3.017628205,2.821428571,2.653571429,2.504166667,2.379595588,2.257352941,2.157163743,2.061184211,1.973809524,0.130269379
0.11,0.005,0.03,0.006666667,0.011566641,16,11.75,10.04166667,8.958333333,7.7625,6.866666667,6.017857143,5.272321429,4.760416667,4.313888889,3.909090909,3.577651515,3.326923077,3.092032967,2.891666667,2.717708333,2.556985294,2.430555556,2.32748538,2.230921053,2.12797619,0.141677365
0.09,0.001,0.03,0.003433224,0.001562021,5,2,1.541666667,1.4375,1.225,1.058333333,0.976190476,0.946428571,0.965277778,0.947222222,0.936363636,0.9375,0.926282051,0.903846154,0.882142857,0.860416667,0.848345588,0.857843137,0.845760234,0.840131579,0.821428571,0.194116865
0.09,0.003,0.03,0.00557925,0.025034096,9,5,4.416666667,3.875,3.35,3.008333333,2.922619048,2.897321429,2.753472222,2.65,2.565909091,2.4375,2.344551282,2.274725275,2.197619048,2.10625,2.013786765,1.924019608,1.835526316,1.756578947,1.688690476,0.142815048
0.09,0.005,0.03,0.004881406,0.01816553,12,7.5,6.708333333,5.916666667,5.3,4.883333333,4.738095238,4.410714286,4.079861111,3.741666667,3.447727273,3.200757576,2.977564103,2.784340659,2.619047619,2.476041667,2.337316176,2.209150327,2.099415205,2.021710526,1.945238095,0.137304516
0.1,0.001,0.03,0.002967416,0.005401463,6,2.125,1.666666667,1.4375,1.4125,1.391666667,1.333333333,1.285714286,1.236111111,1.230555556,1.184090909,1.162878788,1.153846154,1.123626374,1.095238095,1.067708333,1.037683824,1.004901961,0.975146199,0.950657895,0.918452381,0.194847716
0.1,0.003,0.03,0.007310571,0.018951334,12,7.25,6.041666667,4.9375,4.3875,4.075,3.857142857,3.674107143,3.534722222,3.380555556,3.190909091,2.990530303,2.817307692,2.652472527,2.496428571,2.351041667,2.231617647,2.116830065,2.024122807,1.931578947,1.848809524,0.150395082
0.1,0.005,0.03,0.003628454,0.007259065,15,12.25,11.58333333,10.3125,8.6375,7.325,6.333333333,5.566964286,4.958333333,4.461111111,4.038636364,3.700757576,3.426282051,3.188186813,2.98452381,2.807291667,2.658088235,2.515522876,2.400584795,2.289473684,2.201190476,0.126434384
0.11,0.001,0.03,0.005275173,0.01889465,5,1.375,1,0.895833333,0.8125,0.866666667,0.827380952,0.772321429,0.722222222,0.702777778,0.672727273,0.668560606,0.666666667,0.652472527,0.669047619,0.654166667,0.638786765,0.633169935,0.627923977,0.617105263,0.597619048,0.249091455
0.11,0.003,0.03,0.001958242,0.007065593,12,8,7.333333333,6.833333333,6.2,5.525,5.035714286,4.584821429,4.166666667,3.808333333,3.511363636,3.268939394,3.044871795,2.851648352,2.688095238,2.520833333,2.392463235,2.259803922,2.149122807,2.048684211,1.956547619,0.130180681
0.11,0.005,0.03,0.013437096,0.010505536,17,10.25,9.5,8.791666667,7.525,6.733333333,5.93452381,5.28125,4.71875,4.263888889,3.902272727,3.571969697,3.310897436,3.107142857,2.913095238,2.739583333,2.585477941,2.449346405,2.336988304,2.246710526,2.151190476,0.152722383
0.09,0.001,0.03,0.003814825,0.028147859,4,1.875,1.125,1.1875,1.05,0.925,0.851190476,0.808035714,0.760416667,0.736111111,0.702272727,0.679924242,0.658653846,0.633241758,0.604761905,0.607291667,0.585477941,0.573529412,0.561403509,0.556578947,0.557142857,0.199615413
0.09,0.003,0.03,0.00676757,0.011424344,10,4.75,3.833333333,3.5625,3.3375,3.375,3.297619048,3.191964286,3.104166667,2.944444444,2.813636364,2.702651515,2.570512821,2.434065934,2.295238095,2.176041667,2.067095588,1.968137255,1.878654971,1.796710526,1.720833333,0.15192926
0.09,0.005,0.03,0.005,0.009717284,14,8.875,7.75,6.875,6.2,5.65,5.107142857,4.602678571,4.184027778,3.825,3.515909091,3.248106061,3.003205128,2.803571429,2.629761905,2.486458333,2.344669118,2.22875817,2.125730994,2.047368421,1.976785714,0.146628835
0.1,0.001,0.03,0.00327399,0.006193214,7,2.125,2.041666667,1.979166667,1.7375,1.6,1.529761905,1.477678571,1.368055556,1.355555556,1.309090909,1.257575758,1.203525641,1.156593407,1.136904762,1.115625,1.087316176,1.030228758,0.989766082,0.957236842,0.91547619,0.20364392
0.1,0.003,0.03,0.002333333,0.006520361,13,9.375,7.875,7.6875,6.8375,6.016666667,5.291666667,4.78125,4.336805556,3.938888889,3.606818182,3.301136364,3.048076923,2.833791209,2.654761905,2.496875,2.349264706,2.218954248,2.099415205,2,1.905357143,0.133122074
0.1,0.005,0.03,0.00745356,0.004847932,17,12.5,11.33333333,9.5,8.225,7.016666667,6.083333333,5.392857143,4.819444444,4.383333333,3.972727273,3.647727273,3.363782051,3.126373626,2.932142857,2.765625,2.623161765,2.503267974,2.399122807,2.282894737,2.198214286,0.143983593
0.11,0.001,0.03,0.018616509,0.009921666,6,1.375,1.458333333,1.541666667,1.3375,1.233333333,1.136904762,1.058035714,0.986111111,0.897222222,0.847727273,0.8125,0.806089744,0.78021978,0.763095238,0.746875,0.727941176,0.706699346,0.685672515,0.684210526,0.667261905,0.237601182
0.11,0.003,0.03,0.003354102,0.013095567,13,7.125,6.125,5.666666667,5.05,4.708333333,4.547619048,4.321428571,4.0625,3.775,3.509090909,3.25,3.030448718,2.842032967,2.673809524,2.521875,2.383272059,2.256535948,2.148391813,2.046052632,1.953571429,0.149431078
0.11,0.005,0.03,0.005,0.00509257,17,11.5,10.33333333,8.666666667,7.8875,6.891666667,6.035714286,5.361607143,4.763888889,4.302777778,3.920454545,3.606060606,3.363782051,3.141483516,2.94047619,2.75625,2.600183824,2.45751634,2.338450292,2.235526316,2.144047619,0.148799903
0.09,0.001,0.03,0.005099745,0.017897811,6,1,0.916666667,1.0625,1.0375,0.975,0.964285714,1.004464286,0.934027778,0.897222222,0.859090909,0.829545455,0.822115385,0.837912088,0.816666667,0.798958333,0.773897059,0.746732026,0.738304094,0.733552632,0.71547619,0.255711775
0.09,0.003,0.03,0.007778175,0.003953796,11,6.125,4.583333333,4.3125,4.075,3.825,3.81547619,3.620535714,3.472222222,3.288888889,3.077272727,2.867424242,2.679487179,2.513736264,2.361904762,2.23125,2.115808824,2.008169935,1.910087719,1.822368421,1.746428571,0.149757879
0.09,0.005,0.03,0.004621803,0.013883046,10,7.25,6,5.583333333,5.2375,4.925,4.648809524,4.294642857,3.986111111,3.669444444,3.388636364,3.160984848,2.948717949,2.760989011,2.6,2.447916667,2.326286765,2.22630719,2.123538012,2.040131579,1.964285714,0.119642076
0.1,0.001,0.03,0.000455554,0.014180994,6,0.875,1.125,1.4375,1.2625,1.225,1.19047619,1.174107143,1.145833333,1.102777778,1.075,1.047348485,1.008012821,0.975274725,0.944047619,0.915625,0.889705882,0.866013072,0.850877193,0.835526316,0.814880952,0.224211003
0.1,0.003,0.03,0.007615773,0.005682604,14,9.625,7.75,6.958333333,6.2,5.625,5.107142857,4.602678571,4.177083333,3.8,3.463636364,3.178030303,2.948717949,2.755494505,2.571428571,2.41875,2.287683824,2.166666667,2.060672515,1.963815789,1.872619048,0.146546598
0.1,0.005,0.03,0.00728869,0.010569106,19,13,10.91666667,9.6875,8.35,7.091666667,6.18452381,5.428571429,4.871527778,4.372222222,4.015909091,3.672348485,3.408653846,3.173076923,2.982142857,2.811458333,2.647977941,2.517156863,2.404239766,2.309868421,2.217261905,0.156943373
0.11,0.001,0.03,0.001578418,0.021675835,4,1.25,0.666666667,0.791666667,0.675,0.641666667,0.636904762,0.616071429,0.590277778,0.594444444,0.581818182,0.570075758,0.554487179,0.567307692,0.566666667,0.567708333,0.568014706,0.566176471,0.559210526,0.570394737,0.5625,0.239563152
0.11,0.003,0.03,0.004346135,0.009934227,11,5.25,5.583333333,5.520833333,5.1625,4.766666667,4.482142857,4.290178571,3.972222222,3.7,3.438636364,3.208333333,3.033653846,2.848901099,2.696428571,2.544791667,2.409926471,2.284313725,2.174707602,2.063157895,1.973809524,0.133487796
0.11,0.005,0.03,0.016007811,0.013497574,17,11.375,9.416666667,7.958333333,7.225,6.6,5.833333333,5.183035714,4.677083333,4.233333333,3.859090909,3.560606061,3.299679487,3.075549451,2.883333333,2.709375,2.560661765,2.435457516,2.323099415,2.230921053,2.151190476,0.153719909
