Radius,Resolution,Distance 1,Distance 2,Highest Vote,Layer_Mean_1,Layer_Mean_2,Layer_Mean_3,Layer_Mean_4,Layer_Mean_5,Layer_Mean_6,Layer_Mean_7,Layer_Mean_8,Layer_Mean_9
0.11,0.0005,0.006874469,0.009228218,4,1,1.125,1.066666667,1.157894737,1.166666667,1.186046512,1.153846154,1.136363636,1.146341463
0.11,0.001,0.007054599,0.011453105,5,1.166666667,1.5625,1.666666667,1.666666667,1.652777778,1.626262626,1.671875,1.639240506,1.621212121
0.11,0.003,0.006800735,0.008997601,14,7.875,6.708333333,6.166666667,5.8,5.6,5.331325301,4.918181818,4.441696113,4.036619718
0.11,0.005,0.01,0.009499144,22,12.125,11.54166667,10.125,8.4875,7.193277311,6.173652695,5.429864253,4.910394265,4.461095101
0.09,0.0005,0.000553658,0.013501481,3,1,1,1.133333333,1.095238095,1.057142857,1.039215686,1.102941176,1.084337349,1.101010101
0.09,0.001,0.015811388,0.015779131,9,2.5,2,1.923076923,1.728813559,1.682926829,1.651785714,1.559210526,1.545454545,1.54954955
0.09,0.003,0.005656854,0.014078492,13,7.25,5.708333333,4.913043478,4.432432432,4.081081081,3.883870968,3.685990338,3.498113208,3.345454545
0.09,0.005,0.006708204,0.011280387,15,7.25,6.739130435,5.888888889,5.532467532,5.606837607,5.139393939,4.666666667,4.238434164,3.916666667
0.1,0.0005,0.013194061,0.002636755,5,1.5,1.545454545,1.666666667,1.523809524,1.492307692,1.449438202,1.458333333,1.456953642,1.445054945
0.1,0.001,0.004123106,0.003982869,10,3.625,3.304347826,3,2.861111111,2.8,2.642384106,2.56122449,2.5,2.352542373
0.1,0.003,0.001414214,0.004295721,21,13.5,12.33333333,9.8125,8,6.769230769,5.863354037,5.11627907,4.594890511,4.183431953
0.1,0.005,0.003535534,0.004502009,29,20.25,15.08333333,11.20833333,8.95,7.4,6.339285714,5.508928571,4.985964912,4.484507042
0.11,0.0005,0.000413517,0.012156295,3,1,1,1.2,1.227272727,1.193548387,1.204545455,1.213114754,1.164556962,1.16
0.11,0.001,0.01895504,0.009891775,6,1.5,1.647058824,1.676470588,1.732142857,1.696202532,1.607476636,1.542857143,1.532544379,1.567961165
0.11,0.003,0.007766595,0.013513771,14,8.125,6.666666667,5.916666667,5.746835443,5.423728814,5.116564417,4.796296296,4.525547445,4.149122807
0.11,0.005,0.006373774,0.013928818,20,12,9.958333333,9.208333333,8.151898734,6.974789916,6.156626506,5.452488688,4.875886525,4.405714286
0.09,0.0005,0.000956958,0.012786983,4,1,1.428571429,1.533333333,1.392857143,1.261904762,1.224137931,1.191780822,1.181818182,1.182692308
0.09,0.001,0.004383932,0.014095087,6,2,1.739130435,1.564102564,1.5,1.516483516,1.548387097,1.528301887,1.544502618,1.538116592
0.09,0.003,0.017464249,0.01708078,14,7.375,5.434782609,4.511111111,4.4,4.094339623,3.93877551,3.814070352,3.644787645,3.557632399
0.09,0.005,0.00509902,0.013756391,15,8.125,6.956521739,5.977777778,5.194805195,5.256410256,5.030487805,4.584474886,4.178571429,3.86167147
0.1,0.0005,0.002036643,0.00444926,4,2,1.769230769,1.6,1.609756098,1.4375,1.488636364,1.504424779,1.493055556,1.483146067
0.1,0.001,0.000263158,0.002089704,8,3.875,3.791666667,3.574468085,3.397435897,3.271929825,3.045454545,2.871794872,2.666666667,2.482993197
0.1,0.003,0.001414214,0.003816285,24,15.625,12.83333333,9.958333333,8.0375,6.714285714,5.818181818,5.128440367,4.625454545,4.246290801
0.1,0.005,0.00559017,0.006107699,31,21.75,15.20833333,11.35416667,9.0125,7.512605042,6.401197605,5.573991031,5.014084507,4.526912181
0.11,0.0005,0.006362004,0.020722539,4,1,1,1.1,1.071428571,1.05,1.037037037,1.073170732,1.074074074,1.079365079
0.11,0.001,0.010841101,0.015653796,5,1.2,1.529411765,1.580645161,1.469387755,1.558823529,1.549450549,1.5078125,1.487654321,1.474747475
0.11,0.003,0.006103278,0.010472079,16,9.25,6.75,6.166666667,5.253164557,4.899159664,4.897590361,4.561643836,4.23655914,3.948126801
0.11,0.005,0.002357023,0.013564965,19,11.375,9.625,9.416666667,8.175,6.933333333,6.053571429,5.400900901,4.838028169,4.411931818
