Radius,Resolution,Distance 1,Distance 2,Highest Vote,Layer_Mean_1,Layer_Mean_2,Layer_Mean_3,Layer_Mean_4,Layer_Mean_5,Layer_Mean_6,Layer_Mean_7,Layer_Mean_8,Layer_Mean_9
0.1,0.005,0.00372678,0.006797216,21,13.5,12.41666667,10.83333333,9.0875,7.781512605,6.704819277,5.842342342,5.199300699,4.729577465
0.11,0.0005,0.00462758,0.023236179,4,1,1.166666667,1.357142857,1.272727273,1.259259259,1.2,1.211538462,1.196721311,1.185185185
0.11,0.001,0.010494237,0.018660383,5,1.333333333,1.636363636,1.608695652,1.756756757,1.826923077,1.743243243,1.64,1.618644068,1.585714286
0.11,0.003,0.017888544,0.021628866,13,6,4.958333333,4.577777778,4.275362319,3.96,3.802919708,3.565934066,3.387234043,3.333333333
0.11,0.005,0.008207382,0.021243803,15,8.5,6.869565217,6.930232558,6.690140845,6.111111111,5.756410256,5.261904762,4.842490842,4.438953488
0.09,0.0005,0.002703765,0.002654125,4,1.5,1.764705882,1.833333333,1.639344262,1.659090909,1.655172414,1.598639456,1.565714286,1.525581395
0.09,0.001,0.000736357,0.001089796,8,4.625,4.173913043,3.723404255,3.417721519,3.379310345,3.15,2.895238095,2.714285714,2.572347267
0.09,0.003,0.003535534,0.005050838,27,15.875,12.5,9.979166667,7.9625,6.566666667,5.625,4.933035714,4.420138889,3.991573034
0.09,0.005,0.003162278,0.00594928,24,16.625,12.95833333,10.29166667,8.3,6.932773109,5.969879518,5.25,4.7,4.276657061
0.1,0.0005,0.00253355,0.009673496,4,1,1.375,1.263157895,1.24137931,1.170731707,1.153846154,1.147058824,1.139240506,1.144230769
0.1,0.001,0.002515576,0.013706512,7,2,2,1.810810811,1.633333333,1.568181818,1.521008403,1.509803922,1.476439791,1.486842105
0.1,0.003,0.003395676,0.0100082,12,8.375,6.666666667,6.4375,6.164556962,6.067226891,5.556886228,5.004504505,4.507042254,4.128571429
0.1,0.005,0.00728869,0.011004624,20,13.375,11.41666667,10.14583333,8.5875,7.45,6.470238095,5.793721973,5.234042553,4.772079772
0.11,0.0005,0.000654296,0.025124689,3,2.6965E+308,1,1.444444444,1.285714286,1.3,1.24137931,1.173913043,1.169491525,1.144927536
0.11,0.001,0.003077254,0.023509914,5,1.333333333,1.545454545,1.416666667,1.5,1.482142857,1.448275862,1.439655172,1.455172414,1.430232558
0.11,0.003,0.003041381,0.023633098,11,5.5,4.739130435,4.239130435,3.945205479,3.626168224,3.537931034,3.375661376,3.260504202,3.220338983
0.11,0.005,0.0065081,0.016132264,14,6.875,6.636363636,6.619047619,6.338028169,5.906542056,5.571428571,5.228571429,4.877777778,4.49704142
0.09,0.0005,0.005202538,0.004079216,6,1.333333333,1.636363636,1.6,1.543478261,1.557142857,1.578947368,1.520325203,1.474358974,1.465240642
0.09,0.001,0.000825628,0.003936745,8,3.375,3.636363636,3.5,3.408450704,3.333333333,3.047297297,2.886010363,2.766666667,2.597972973
0.09,0.003,0.001118034,0.001222711,22,16.125,13,9.9375,7.925,6.6,5.636904762,4.968325792,4.453900709,4.084057971
0.09,0.005,0.007071068,0.006429373,28,18.5,13.75,10.47916667,8.3625,6.908333333,5.97005988,5.202702703,4.660777385,4.237142857
0.1,0.0005,0.000453723,0.013583078,3,1,1.4,1.384615385,1.214285714,1.194444444,1.169811321,1.169230769,1.185185185,1.158415842
0.1,0.001,0.014872109,0.012386437,5,2.333333333,2.090909091,1.928571429,1.816666667,1.833333333,1.838983051,1.789808917,1.75,1.693617021
0.1,0.003,0.00509902,0.005327801,15,8.25,7.083333333,6.833333333,6.6625,6.175,5.568862275,5.027149321,4.553191489,4.150997151
0.1,0.005,0.007071068,0.006866874,25,14.125,12.16666667,10.97916667,9.025,7.658333333,6.577380952,5.820627803,5.177700348,4.699438202
0.11,0.0005,0.004794408,0.028412145,4,2.6965E+308,1,1.25,1.25,1.2,1.142857143,1.125,1.090909091,1.111111111
0.11,0.001,0.010331778,0.02282652,5,1.25,1.533333333,1.692307692,1.644444444,1.610169492,1.558139535,1.54954955,1.503448276,1.462857143
0.11,0.003,0.004361239,0.021461972,12,7.125,5.695652174,5.024390244,4.629032258,4.373626374,4.039370079,3.719298246,3.520547945,3.345070423
0.11,0.005,0.003125,0.018935798,14,8.714285714,7.6,6.923076923,6.323076923,5.914285714,5.75,5.388349515,4.888475836,4.50591716
0.09,0.0005,0.005191747,0.005788134,5,1.25,1.285714286,1.357142857,1.311111111,1.242424242,1.313953488,1.327433628,1.335616438,1.346590909
0.09,0.001,0.000433903,0.002899686,8,3.5,3.791666667,3.510638298,3.415584416,3.217391304,2.980769231,2.827586207,2.681102362,2.530744337
0.09,0.003,0.003605551,0.003997947,22,15.5,12.79166667,9.770833333,7.8125,6.588235294,5.654545455,5.023041475,4.472924188,4.058139535
0.09,0.005,0.005,0.004267028,26,17.375,13.54166667,10.3125,8.2625,6.866666667,5.875,5.15625,4.63028169,4.177464789
0.1,0.0005,0.000328075,0.186131044,3,1,1,1.142857143,1.166666667,1.153846154,1.125,1.238095238,1.227272727,1.2
0.1,0.001,0.008686041,0.016140133,5,2.2,1.882352941,1.71875,1.730769231,1.75308642,1.706422018,1.65,1.625,1.608490566
0.1,0.003,0.003162278,0.011147773,14,7.75,6.541666667,5.978723404,5.506329114,5.268907563,5.047904192,4.781818182,4.428571429,4.062857143
0.1,0.005,0.0025,0.009691519,22,13.125,12.16666667,10.66666667,8.9625,7.591666667,6.622754491,5.820627803,5.235915493,4.748587571
0.11,0.0005,0.00527788,0.030951737,4,1,1,1.166666667,1.1,1.083333333,1.052631579,1.074074074,1.060606061,1.075
0.11,0.001,0.006518846,0.023793349,5,1.857142857,1.777777778,1.766666667,1.625,1.554054054,1.494949495,1.428571429,1.388157895,1.368131868
0.11,0.003,0.000763217,0.022322275,11,5.375,4.782608696,4.477272727,4.228571429,4.141414141,3.947761194,3.876404494,3.754310345,3.621527778
0.11,0.005,0.008601139,0.02039404,14,8.5,6.636363636,6.547619048,6.385714286,5.933333333,5.611842105,5.199029126,4.884758364,4.5
0.09,0.0005,0.005332214,0.006800735,4,2.6965E+308,1,1.142857143,1.096774194,1.152173913,1.242424242,1.261904762,1.300884956,1.300699301
0.09,0.001,0.002828427,0.002958621,11,4.75,4.25,3.70212766,3.38961039,3.297297297,3.096153846,2.91,2.707509881,2.54368932
0.09,0.003,0.002,0.003866339,23,17.25,12.95833333,9.833333333,7.924050633,6.703389831,5.721212121,5.087155963,4.581227437,4.18879056
0.09,0.005,0.004714045,0.006372555,28,19.75,14.08333333,10.5625,8.425,6.975,5.946428571,5.206278027,4.665492958,4.209039548
0.1,0.0005,0.000835141,0.182634197,3,2.6965E+308,1,1,1,1,1.0625,1.142857143,1.130434783,1.107142857
0.1,0.001,0.003244284,0.011389811,6,2.125,1.666666667,1.609756098,1.646153846,1.645833333,1.5859375,1.590062112,1.597938144,1.586206897
0.1,0.003,0.003757659,0.010262386,13,8.125,6.666666667,6.021276596,5.759493671,5.56302521,5.215568862,4.850678733,4.441281139,4.103746398
0.1,0.005,0.005,0.010958653,22,13.625,12.33333333,10.97916667,8.9625,7.621848739,6.604790419,5.828828829,5.204225352,4.692090395
0.11,0.0005,0.000589557,0.196158139,3,1,1,1,1.142857143,1.071428571,1.058823529,1.052631579,1.043478261,1.035714286
0.11,0.001,0.004959582,0.022563959,5,1.5,1.384615385,1.346153846,1.326086957,1.323529412,1.326530612,1.316666667,1.329032258,1.338888889
0.11,0.003,0.017464249,0.020048005,14,6.875,4.958333333,4.446808511,4.14084507,3.893203883,3.673758865,3.534759358,3.47008547,3.379310345
0.11,0.005,0.003952847,0.022184226,15,7.625,6.954545455,6.571428571,6,5.663551402,5.612903226,5.228571429,4.787545788,4.441176471
0.09,0.0005,0.003237829,0.003206743,5,3.666666667,2,2,1.875,1.731343284,1.77,1.661538462,1.624203822,1.635897436
0.09,0.001,0.001525503,0.004383517,8,2.625,3.043478261,3.295454545,3.146666667,2.910714286,2.811688312,2.688118812,2.614173228,2.495114007
0.09,0.003,0.004123106,0.004159679,23,16.75,12.91666667,9.916666667,7.95,6.630252101,5.674698795,4.986363636,4.46975089,4.054597701
0.09,0.005,0.004714045,0.004610445,26,19.75,14.41666667,10.6875,8.3875,6.958333333,5.97005988,5.220720721,4.649122807,4.236467236
0.1,0.0005,0.005524987,0.013462912,4,1,1.1,1.105263158,1.192307692,1.2,1.175438596,1.157142857,1.146067416,1.130841121
0.1,0.001,0.003771236,0.011778184,8,1.857142857,1.947368421,1.891891892,1.857142857,1.841463415,1.785714286,1.704697987,1.668421053,1.642241379
0.1,0.003,0.006041523,0.013243933,14,7.5,6.695652174,5.872340426,5.564102564,5.347826087,4.957055215,4.753488372,4.423357664,4.093294461
0.1,0.005,0.00372678,0.010049529,21,13.5,12.5,10.66666667,9.05,7.641666667,6.622754491,5.841628959,5.204225352,4.714689266
0.11,0.0005,0.000807257,0.193256953,3,2.6965E+308,2.6965E+308,2,1.5,1.5,1.285714286,1.363636364,1.307692308,1.210526316
0.11,0.001,0.002943379,0.022422143,5,2.5,2,2.029411765,1.942307692,1.773333333,1.666666667,1.598360656,1.534246575,1.50867052
0.11,0.003,0.010013257,0.021738503,11,4.625,4.541666667,4.717391304,4.514285714,4.282828283,3.964028777,3.708791209,3.457264957,3.298657718
0.11,0.005,0.013416408,0.024966706,15,9.375,7.782608696,6.477272727,5.887323944,5.376146789,5.286624204,5.19047619,4.870848708,4.451038576
0.09,0.0005,0.002195422,0.003742339,5,1,1.272727273,1.37037037,1.409090909,1.376811594,1.380434783,1.384615385,1.385135135,1.38121547
0.09,0.001,0.000867806,0.002355346,9,4.5,4.208333333,3.872340426,3.683544304,3.486725664,3.24516129,3.039408867,2.817460317,2.653594771
0.09,0.003,0.002236068,0.001731812,28,16.875,12.79166667,9.854166667,8,6.737288136,5.727272727,5.022727273,4.501792115,4.10755814
0.09,0.005,0.0025,0.004666122,25,18,13.91666667,10.4375,8.3875,6.916666667,5.93452381,5.202702703,4.628070175,4.194915254
0.1,0.0005,0.000475557,0.012514685,3,1,1.125,1.052631579,1.125,1.111111111,1.133333333,1.162162162,1.154761905,1.15
0.1,0.001,0.008568689,0.015355742,5,1.333333333,1.588235294,1.677419355,1.64,1.712328767,1.747572816,1.741258741,1.688888889,1.678733032
0.1,0.003,0.004,0.011530986,15,8,6.125,5.75,5.282051282,5.034482759,4.875776398,4.553488372,4.339416058,4.088757396
0.1,0.005,0.010606602,0.010851585,22,15,12.79166667,10.89583333,9.0375,7.65,6.595238095,5.785714286,5.167247387,4.710674157
0.11,0.0005,0.013561235,0.032144206,4,2.6965E+308,1,1.4,1.25,1.181818182,1.266666667,1.166666667,1.148148148,1.2
0.11,0.001,0.006917581,0.020223214,5,1.857142857,2.052631579,1.852941176,1.714285714,1.652173913,1.609195402,1.541284404,1.552238806,1.50955414
0.11,0.003,0.001414214,0.022434078,12,5.875,5,4.355555556,4,3.783018868,3.767123288,3.588541667,3.533057851,3.442567568
0.11,0.005,0.010307764,0.014693415,16,8.714285714,7.7,6.794871795,6.119402985,5.644859813,5.606451613,5.282296651,4.874538745,4.457478006
0.09,0.0005,0.004256801,0.003718904,4,1.25,1.333333333,1.548387097,1.583333333,1.493150685,1.445544554,1.450381679,1.426829268,1.429292929
0.09,0.001,0.000707107,0.000945093,10,5.375,5.043478261,4.466666667,4.105263158,3.765217391,3.373417722,3.072463768,2.792307692,2.552795031
0.09,0.003,0.002828427,0.003649127,23,17,12.95833333,9.9375,8,6.633333333,5.700598802,4.954954955,4.431095406,4.025714286
0.09,0.005,0.005,0.00455935,28,19.125,14,10.5625,8.3375,6.966666667,5.952380952,5.268181818,4.683098592,4.2
0.1,0.0005,0.004175804,0.008764492,4,1.5,1.142857143,1.428571429,1.409090909,1.28125,1.318181818,1.309090909,1.275362319,1.258823529
0.1,0.001,0.004147694,0.012620977,5,2.2,1.842105263,1.684210526,1.714285714,1.648351648,1.661290323,1.705128205,1.683937824,1.652360515
0.1,0.003,0.007004463,0.008014797,14,7.875,6.956521739,6.468085106,6.088607595,5.779661017,5.478787879,5.00456621,4.577617329,4.198250729
0.1,0.005,0.00559017,0.006990878,19,13.625,12.45833333,10.6875,9.1625,7.675,6.722891566,5.900452489,5.232394366,4.698591549
0.11,0.0005,0.001195319,0.036117863,4,2.6965E+308,1,1,1,1,1.055555556,1.076923077,1.066666667,1.057142857
0.11,0.001,0.003803389,0.01989331,5,1.5,1.428571429,1.266666667,1.215686275,1.267605634,1.276595745,1.296610169,1.314685315,1.323353293
0.11,0.003,0.002393407,0.023052657,10,6.25,5.458333333,4.75,4.211267606,3.990291262,3.707142857,3.6,3.50877193,3.367132867
0.11,0.005,0.010680005,0.020960404,15,8.25,7.952380952,6.756097561,6.1,5.925925926,5.74025974,5.336538462,4.944029851,4.532544379
0.09,0.0005,0.004271508,0.00233984,5,1.333333333,1.352941176,1.527777778,1.480769231,1.454545455,1.480392157,1.454545455,1.449101796,1.410891089
0.09,0.001,0.00034401,0.002018818,9,3.875,4.347826087,4.282608696,3.88,3.464912281,3.215189873,2.975490196,2.796078431,2.607028754
0.09,0.003,0,0.001391485,19,14.25,12.75,9.958333333,8.063291139,6.672268908,5.722891566,5.101851852,4.569343066,4.177514793
0.09,0.005,0.00372678,0.000416827,23,18.75,14.08333333,10.66666667,8.4375,7.033333333,6.035928144,5.252252252,4.694736842,4.246458924
0.1,0.0005,0.001843109,0.022480436,4,1,1,1.142857143,1.090909091,1.071428571,1.045454545,1.034482759,1.027777778,1.019607843
0.1,0.001,0.00415063,0.010364499,6,1.714285714,1.833333333,1.742857143,1.775862069,1.702380952,1.713043478,1.709219858,1.685393258,1.640186916
0.1,0.003,0.003605551,0.01355885,13,7.625,6.583333333,5.765957447,5.064102564,4.771186441,4.690909091,4.538812785,4.279569892,4.078947368
0.1,0.005,0.01,0.009929331,25,14.5,12.5,10.45833333,8.9375,7.525,6.476190476,5.765765766,5.161403509,4.686440678
0.11,0.0005,0.000728755,0.021523969,3,1,1.25,1.181818182,1.136363636,1.121212121,1.111111111,1.13559322,1.135135135,1.136363636
0.11,0.001,0.003394635,0.020559328,6,1.666666667,2.111111111,1.761904762,1.694444444,1.576923077,1.465753425,1.412371134,1.389830508,1.380952381
0.11,0.003,0.00648584,0.024907252,11,5.75,4.75,4.229166667,3.923076923,3.883928571,3.662251656,3.543589744,3.441767068,3.36038961
0.11,0.005,0.0083605,0.026129507,14,8.125,6.875,6,5.594594595,5.495327103,5.196078431,4.951923077,4.620817844,4.402985075
