File name,Search Radius,Resolution,Distance 1,Distance 2,Highest Vote,Layer 01 mean,Layer 02 mean,Layer 03 mean,Layer 04 mean,Layer 05 mean,Layer 06 mean,Layer 07 mean,Layer 08 mean,Layer 09 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
rack_5.json,0.1,0.003,0.007851751,0.007911485,216,118.125,115.2083333,114.2291667,110.2875,101.45,94,88.45089286,82.00694444,75.78333333,70.43863636,65.45833333,61.1474359,57.45467033,53.9797619,51.003125,48.37132353,46.04575163,43.85233918,0,0,0.133887682
rack_5.json,0.1,0.005,0.0128082,0.012862151,321,204,195.4166667,180.3541667,160.3375,141.5583333,126.2142857,113.8035714,102.4652778,93.46666667,85.47727273,78.77083333,72.76121795,67.78296703,0,0,0,0,0,0,0,0.165173692
rack_5.json,0.11,0.001,0.199413264,0.199556778,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_5.json,0.11,0.003,0.189884834,0.189934496,252,108.25,90.29166667,88.22916667,84.3625,79.825,75.2797619,70.28125,65.92013889,61.09722222,57.325,53.82765152,50.83974359,0,0,0,0,0,0,0,0,0.221532794
rack_5.json,0.11,0.005,0.189736791,0.189412976,266,185.5,170,145.7291667,128.675,113.2333333,100.3095238,89.97321429,81.40277778,74.31666667,68.37045455,63.22159091,58.92467949,55.2239011,0,0,0,0,0,0,0,0.166158581
rack_5.json,0.12,0.001,0.021458099,0.021467307,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_5.json,0.12,0.003,0.090996978,0.196933081,223,95.75,94.25,89.45833333,88.125,82.76666667,76.42261905,71.32142857,67.17361111,62.70833333,58.97272727,55.47159091,52.15544872,49.09203297,46.38095238,0,0,0,0,0,0,0.183834327
rack_5.json,0.12,0.005,0.010679419,0.010146705,302,200.125,201.75,184.5625,163.5125,144.5083333,127.3452381,113.75,102.0763889,92.43888889,84.56590909,77.67613636,72.07211538,67.12225275,62.875,0,0,0,0,0,0,0.151273786
rack_6.json,0.08,0.001,0.050269872,0.050199343,106,32.25,23.5,25.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567413851
rack_6.json,0.08,0.003,0.043870947,0.043991956,212,118.25,95.33333333,94.33333333,89.2,82.325,75.5952381,69.07142857,63.77777778,59.38333333,55.63863636,52.33712121,49.48557692,46.95467033,44.81428571,42.803125,0,0,0,0,0,0.169423412
rack_6.json,0.08,0.005,0.049564705,0.049674994,257,170.375,154.4166667,129.8333333,114.0875,101.2083333,90.54761905,82.45535714,75.82638889,70.85277778,66.34318182,62.625,59.13942308,56.03571429,53.44166667,0,0,0,0,0,0,0.166430516
rack_6.json,0.09,0.001,0.024913049,0.025014234,100,24,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687285223
rack_6.json,0.09,0.003,0.033761813,0.034239018,217,105,94.58333333,90.77083333,83.9375,78.85,71.94047619,66.22767857,61.63194444,57.43611111,53.86363636,50.75757576,47.89583333,45.3228022,0,0,0,0,0,0,0,0.192851566
rack_6.json,0.09,0.005,0.038479345,0.038364639,242,163.875,147.5833333,129.125,114.075,100.9166667,90.88095238,82.60714286,75.55555556,69.43333333,64.25227273,59.76893939,55.82371795,52.62362637,49.77380952,0,0,0,0,0,0,0.161516994
rack_6.json,0.1,0.001,0.014787157,0.014690471,102,24.25,23.75,21.27083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595547987
rack_6.json,0.1,0.003,0.032085199,0.032077291,214,103,84.08333333,84.5,78.9125,73.39166667,68.21428571,64.10714286,59.88194444,56.85,53.78409091,50.9280303,48.52884615,46.03159341,43.79047619,0,0,0,0,0,0,0.189379876
rack_6.json,0.1,0.005,0.024671036,0.024968555,261,175.375,166,150.6458333,133.5875,118.1916667,105.827381,95.31696429,86.26388889,78.70277778,72.48181818,67.0094697,62.26762821,58.25961538,54.71666667,0,0,0,0,0,0,0.154836761
rack_6.json,0.11,0.001,0.212720145,0.212937977,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_6.json,0.11,0.003,0.025664372,0.025457808,267,114.625,93.33333333,89.35416667,84.375,78.31666667,72.51190476,67.66964286,63.58680556,59.89166667,56.76363636,53.70833333,0,0,0,0,0,0,0,0,0,0.242476826
rack_6.json,0.11,0.005,0.021602315,0.021683962,250,173,157.3333333,139.7291667,123.1,110.0666667,100.1488095,90.15625,81.19791667,73.89166667,67.82954545,62.77651515,58.54647436,54.74450549,51.36547619,0,0,0,0,0,0,0.156849329
rack_6.json,0.12,0.001,0.03623065,0.036316769,92,0,22.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801161103
rack_6.json,0.12,0.003,0.025453094,0.025407844,223,112,89.125,86.14583333,80.7875,76.25,70.86309524,65.98214286,62.05902778,58.63611111,55.50227273,52.73674242,50.18108974,47.87225275,45.43809524,0,0,0,0,0,0,0.189532508
rack_6.json,0.12,0.005,0.018293715,0.018238499,278,173.75,161.9583333,144.9375,127.7375,114.95,104.125,94.63839286,86.02777778,78.37222222,72.08409091,66.40909091,61.80448718,57.76648352,0,0,0,0,0,0,0,0.171334095
rack_7.json,0.08,0.001,0.235858687,0.419844631,46,12.875,9.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674404398
rack_7.json,0.08,0.003,0.177313761,0.055038809,83,39.875,35.66666667,40.25,39.5375,37.275,35.82142857,33.6875,31.72222222,29.79166667,27.92272727,26.14393939,24.57371795,23.16758242,21.8297619,20.68125,19.60477941,18.64869281,17.84429825,17.13947368,0,0.132973779
rack_7.json,0.08,0.005,0.107169819,0.173094919,108,56,60.5,58.85416667,53.3125,49.48333333,45.22619048,41.51339286,37.85069444,34.83055556,32.03181818,29.72916667,27.8349359,26.0728022,24.58928571,23.19479167,22.12040441,0,0,0,0,0.147713712
rack_7.json,0.09,0.001,0.030993064,0.031077421,49,11.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811594203
rack_7.json,0.09,0.003,0.297152688,0.195992641,79,29.5,28.875,30.45833333,28.825,27.64166667,26.16666667,24.61160714,23.21875,21.78611111,20.53181818,19.41477273,18.33333333,17.39835165,16.56309524,0,0,0,0,0,0,0.191596664
rack_7.json,0.09,0.005,0.050173399,0.050154254,99,68.75,63.20833333,60.625,55.1625,49.275,44.48214286,40,36.21527778,33.21944444,30.45,28.34090909,26.51121795,25.01373626,23.76904762,22.59375,21.58547794,20.75735294,19.9247076,0,0,0.128758061
rack_7.json,0.1,0.001,0.020044201,0.020125488,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_7.json,0.1,0.003,0.022031114,0.021772122,88,43,38.25,35.8125,34.425,32.48333333,31.17857143,30.04464286,28.52083333,26.90277778,25.41818182,24.07765152,22.6875,21.49587912,20.38690476,19.41875,18.55606618,17.69199346,0,0,0,0.15760707
rack_7.json,0.1,0.005,0.024400205,0.022546203,102,68.625,61.29166667,56.9375,51.925,48.31666667,44.30952381,40.48214286,37.22222222,34.40833333,32.02727273,29.97159091,28.13301282,26.46153846,24.98928571,23.65208333,22.47242647,21.38643791,20.53070175,0,0,0.131588724
rack_7.json,0.11,0.001,0.0099985,0.009924355,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_7.json,0.11,0.003,0.010186756,0.01033197,96,43.125,38.41666667,39.35416667,37.025,35.59166667,34.5297619,32.35267857,30.53125,28.63055556,26.99772727,25.38068182,23.84134615,22.48763736,21.23214286,20.13020833,0,0,0,0,0,0.172777939
rack_7.json,0.11,0.005,0.023629854,0.023689898,102,73,69.16666667,64.77083333,58.3125,51.475,46.19642857,41.41964286,37.70138889,34.36666667,31.63636364,29.27462121,27.26442308,25.53434066,24.03333333,22.69375,21.52573529,20.49183007,0,0,0,0.130624619
rack_7.json,0.12,0.001,0.018856564,0.018718181,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_7.json,0.12,0.003,0.01036195,0.010463857,92,48,47,44.79166667,42.5625,40.15,38.07142857,36.07589286,33.71527778,31.35,29.13863636,27.28219697,25.61698718,23.98076923,22.54761905,21.296875,20.17830882,19.14379085,0,0,0,0.143101137
rack_7.json,0.12,0.005,0.018904232,0.01885307,116,81.625,83.95833333,74.08333333,65.9875,58.73333333,52,46.32589286,41.64236111,37.89444444,34.65227273,31.96401515,29.66185897,27.70604396,25.99404762,24.50833333,23.21415441,0,0,0,0,0.135521788
rack_8.json,0.08,0.001,0.432548553,0.452377753,84,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805755396
rack_8.json,0.08,0.003,0.371101994,0.374074896,134,66.5,56.95833333,60.20833333,58.3125,54.03333333,50.63690476,48.31696429,45.43402778,42.75277778,40.40681818,38.49810606,36.71634615,35.01785714,33.59166667,32.56875,31.34650735,30.36928105,29.55116959,28.92302632,28.45119048,0.136373736
rack_8.json,0.08,0.005,0.346473578,0.346407784,182,109.375,103.625,95.75,87.1375,79.49166667,73.61309524,68.48660714,63.88888889,59.61944444,56.02272727,52.39772727,49.76602564,47.28571429,45.20714286,43.403125,41.85753676,40.27369281,39.0745614,37.89473684,37.04761905,0.128784111
rack_8.json,0.09,0.001,0.397233625,0.459374569,86,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785388128
rack_8.json,0.09,0.003,0.363424187,0.362970456,139,62.75,50.04166667,56.02083333,53.4,49.225,47.07142857,43.63392857,40.60069444,38.13055556,35.82954545,34.28598485,32.65064103,31.05494505,29.81666667,28.709375,0,0,0,0,0,0.180000223
rack_8.json,0.09,0.005,0.355130877,0.355093259,154,94.5,92.16666667,85.75,74.0875,66.20833333,61.13690476,56.28571429,52.69444444,49.35833333,46.98409091,44.67045455,42.76121795,41.30357143,39.7952381,38.36458333,37.24264706,36.20424837,35.26535088,34.19802632,33.32202381,0.126613568
rack_8.json,0.1,0.001,0.371578646,0.364522646,84,20.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806722689
rack_8.json,0.1,0.003,0.361193494,0.361225345,153,62.75,50.54166667,56.04166667,53.975,49.73333333,46.45238095,43.49553571,40.44444444,38.02777778,35.81363636,34.27651515,32.73557692,31.21291209,0,0,0,0,0,0,0,0.210020462
rack_8.json,0.1,0.005,0.361897693,0.362026832,161,103.25,104.7916667,89.02083333,80.0625,71.2,65.26785714,60.63839286,56.48958333,52.97777778,49.89545455,47.49810606,45.11057692,43.10302198,41.39285714,39.86458333,38.62591912,37.72140523,36.9875731,36.36973684,35.49880952,0.124154951
rack_8.json,0.11,0.001,0.406631947,0.475719079,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_8.json,0.11,0.003,0.359274742,0.359831796,156,59.875,49.79166667,56.02083333,53.05,49.225,46.57738095,44.17410714,41.45486111,38.775,36.55,34.78030303,33.19391026,31.73076923,0,0,0,0,0,0,0,0.213348262
rack_8.json,0.11,0.005,0.308340623,0.307815425,173,91.375,85.83333333,78.14583333,74.9125,71.3,65.70833333,60.58928571,56.09375,52.025,48.43409091,45.42992424,42.78365385,40.63598901,39.05357143,37.37395833,35.86672794,0,0,0,0,0.157478745
rack_8.json,0.12,0.001,0.511033795,0.510796355,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rack_8.json,0.12,0.003,0.35542642,0.355546873,161,55.25,47.375,54.3125,51.3375,47.93333333,45.56547619,43.19642857,40.95138889,38.43611111,36.23863636,34.61742424,33.0400641,0,0,0,0,0,0,0,0,0.233585923
rack_8.json,0.12,0.005,0.362485779,0.373177478,166,95.375,93.83333333,86.02083333,78.175,70.63333333,64.79761905,59.8125,55.67708333,52.46388889,49.03181818,46.58333333,44.26282051,42.49313187,40.65714286,39.25416667,38.23897059,36.98856209,36.00219298,34.98157895,34.01130952,0.131194845
rack_9.json,0.08,0.001,0.314502156,0.314437959,65,18.625,15.70833333,13.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577777778
rack_9.json,0.08,0.003,0.319973165,0.317987529,119,62,55.66666667,55.85416667,55.575,52.44166667,49.32142857,46.71428571,43.97569444,41.30277778,38.97727273,36.88636364,35.2275641,33.44230769,31.86904762,30.29895833,28.84742647,27.50490196,26.26827485,25.22039474,24.23154762,0.129259909
