Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.15,0.003,0.01,0.014003571,0.051131964,9,4.375,3.541666667,2.833333333,2.375,2.166666667,2.035714286,1.861607143,1.701388889,1.666666667,1.590909091,1.534090909,1.445512821,1.379120879,1.311904762,1.272916667,1.230698529,1.205065359,1.176169591,1.144736842,1.130952381,0.195741017
0.15,0.005,0.01,0.007632169,0.050395439,11,5.625,4.708333333,3.8125,3.325,3.008333333,2.744047619,2.611607143,2.434027778,2.313888889,2.286363636,2.244318182,2.193910256,2.186813187,2.125,2.067708333,2.034926471,1.995098039,1.96125731,1.957894737,1.95,0.170315474
0.05,0.001,0.01,0.003188457,0.054758597,5,1.375,1,0.8125,0.6875,0.616666667,0.595238095,0.566964286,0.555555556,0.533333333,0.506818182,0.486742424,0.490384615,0.468406593,0.448809524,0.436458333,0.431985294,0.424019608,0.411549708,0.413157895,0.400595238,0.30008969
0.05,0.003,0.01,0.005678952,0.054501706,6,3.125,2.208333333,1.8125,1.575,1.383333333,1.279761905,1.1875,1.107638889,1.027777778,0.990909091,0.965909091,0.934294872,0.917582418,0.898809524,0.889583333,0.873161765,0.861928105,0.852339181,0.844078947,0.851785714,0.19616031
0.05,0.005,0.01,0.005510344,0.051249837,7,2.75,2.458333333,2.0625,1.8875,1.75,1.595238095,1.491071429,1.444444444,1.402777778,1.334090909,1.291666667,1.245192308,1.248626374,1.236904762,1.232291667,1.260110294,1.29003268,1.338450292,1.351315789,1.366071429,0.184033185
0.1,0.001,0.01,0.000666667,0.001488527,11,4.625,4.083333333,3.770833333,3.4875,3.116666667,2.767857143,2.46875,2.236111111,2.016666667,1.836363636,1.698863636,1.573717949,1.460164835,1.371428571,1.282291667,1.209558824,1.144607843,1.081140351,1.030921053,0.980952381,0.202792157
0.1,0.003,0.01,0.002236068,0.001252114,24,17.75,13.79166667,10.27083333,8.1,6.708333333,5.732142857,4.991071429,4.444444444,3.983333333,3.613636364,3.316287879,3.052884615,2.842032967,2.646428571,2.485416667,2.340073529,2.206699346,2.092836257,1.992105263,1.900595238,0.187118713
0.1,0.005,0.01,0.00372678,0.004732098,26,19.25,15.08333333,11.41666667,8.9875,7.5,6.369047619,5.535714286,4.923611111,4.413888889,4.020454545,3.691287879,3.408653846,3.181318681,2.971428571,2.7875,2.636948529,2.498366013,2.379385965,2.286184211,2.188095238,0.183707432
0.15,0.001,0.01,0.000951486,0.053150729,5,0,0.375,0.416666667,0.4,0.383333333,0.345238095,0.325892857,0.309027778,0.305555556,0.306818182,0.295454545,0.299679487,0.293956044,0.295238095,0.282291667,0.267463235,0.258169935,0.247807018,0.239473684,0.2375,0.459366034
0.15,0.003,0.01,0.019962681,0.052141101,9,3.375,3.375,2.8125,2.3375,2.091666667,1.916666667,1.790178571,1.670138889,1.583333333,1.495454545,1.441287879,1.389423077,1.353021978,1.326190476,1.304166667,1.304227941,1.285130719,1.259502924,1.242105263,1.228571429,0.201879421
0.15,0.005,0.01,0.008112972,0.050895111,11,4.5,3.75,3.25,2.925,2.666666667,2.476190476,2.375,2.305555556,2.302777778,2.336363636,2.323863636,2.264423077,2.211538462,2.146428571,2.114583333,2.084558824,2.032679739,2.010233918,2.014473684,2.005952381,0.180043666
0.05,0.001,0.01,0.020015496,0.051914223,5,1.5,1.041666667,0.8125,0.775,0.658333333,0.583333333,0.535714286,0.486111111,0.458333333,0.445454545,0.433712121,0.421474359,0.407967033,0.394047619,0.383333333,0.369485294,0.354575163,0.342105263,0.344736842,0.336309524,0.31086421
0.05,0.003,0.01,0.001493285,0.053765788,6,2.375,2.041666667,1.875,1.6375,1.508333333,1.416666667,1.28125,1.180555556,1.125,1.059090909,1.022727273,0.990384615,0.95467033,0.923809524,0.886458333,0.874080882,0.861928105,0.835526316,0.822368421,0.823809524,0.196748234
0.05,0.005,0.01,0.001631785,0.060054093,8,3,2.416666667,2,1.85,1.7,1.577380952,1.491071429,1.413194444,1.327777778,1.306818182,1.276515152,1.270833333,1.248626374,1.223809524,1.233333333,1.284926471,1.294117647,1.298245614,1.271710526,1.254166667,0.206509201
0.1,0.001,0.01,0.001833333,0.003140908,9,3.25,3.625,3.604166667,3.2375,2.891666667,2.654761905,2.40625,2.184027778,2.005555556,1.838636364,1.698863636,1.554487179,1.457417582,1.354761905,1.275,1.203125,1.132352941,1.072368421,1.024342105,0.97202381,0.182030339
0.1,0.003,0.01,0.004123106,0.003987625,26,18.75,13.66666667,10.25,8.1,6.741666667,5.761904762,5.03125,4.458333333,3.991666667,3.634090909,3.331439394,3.070512821,2.854395604,2.660714286,2.491666667,2.34375,2.216503268,2.101608187,1.994736842,1.901190476,0.197941264
0.1,0.005,0.01,0.00372678,0.00478639,27,19.625,14.95833333,11.16666667,8.9875,7.391666667,6.30952381,5.549107143,4.913194444,4.427777778,4.036363636,3.693181818,3.423076923,3.179945055,2.977380952,2.79375,2.630514706,2.492647059,2.379385965,2.271710526,2.189285714,0.189612052
0.15,0.001,0.01,0.008518738,0.054270618,5,0.625,0.625,0.479166667,0.4125,0.425,0.404761905,0.375,0.361111111,0.347222222,0.331818182,0.320075758,0.301282051,0.291208791,0.276190476,0.265625,0.252757353,0.24754902,0.24122807,0.232894737,0.22797619,0.415166272
0.15,0.003,0.01,0.009118639,0.055526327,8,4.75,3.458333333,2.979166667,2.4875,2.208333333,2.005952381,1.910714286,1.795138889,1.672222222,1.609090909,1.535984848,1.453525641,1.425824176,1.369047619,1.313541667,1.279411765,1.239379085,1.20248538,1.174342105,1.155952381,0.173815002
