Radius,Resolution,Distance 1,Distance 2,Highest Vote,Layer_Mean_1,Layer_Mean_2,Layer_Mean_3,Layer_Mean_4,Layer_Mean_5,Layer_Mean_6,Layer_Mean_7,Layer_Mean_8,Layer_Mean_9
0.01,0.0005,0.00017363,0.097003485,3,1.666666667,1.461538462,1.285714286,1.212121212,1.19047619,1.20754717,1.19047619,1.157894737,1.137931034
0.01,0.001,0.001071914,0.095090673,3,1.5,1.363636364,1.263157895,1.222222222,1.2,1.166666667,1.142857143,1.111111111,1.113924051
0.01,0.003,0.003625852,0.102057239,3,1.714285714,1.5,1.321428571,1.279069767,1.303571429,1.267605634,1.256097561,1.231578947,1.212962963
0.01,0.005,0.003153094,0.096022092,3,1.75,1.6,1.551724138,1.540540541,1.47826087,1.452830189,1.433333333,1.420289855,1.407407407
0.011,0.0005,0.001306807,0.091022071,3,1.8,1.307692308,1.2,1.148148148,1.114285714,1.093023256,1.08,1.070175439,1.063492063
0.011,0.001,0.001085769,0.107217498,3,1.375,1.1875,1.12,1.090909091,1.086956522,1.087719298,1.088235294,1.0875,1.085106383
0.011,0.003,0.00193702,0.092556884,3,1.6,1.333333333,1.181818182,1.1875,1.34,1.342857143,1.307692308,1.285714286,1.298969072
0.011,0.005,0.003151914,0.102238451,4,1.875,1.545454545,1.620689655,1.567567568,1.577777778,1.527272727,1.532258065,1.478873239,1.46835443
0.099,0.0005,0.009701517,0.014916434,4,1,1.142857143,1.294117647,1.24,1.212121212,1.177777778,1.147540984,1.136986301,1.139534884
0.099,0.001,0.002408319,0.006133356,9,3,2.722222222,2.736842105,2.484375,2.365591398,2.42519685,2.431137725,2.398104265,2.32046332
0.099,0.003,0.001118034,0.001390154,24,15.375,13.16666667,10.3125,8.4625,7.066666667,6.131736527,5.371040724,4.787234043,4.35243553
0.099,0.005,0.002357023,0.004908737,22,17,13.66666667,10.85416667,8.6125,7.233333333,6.196428571,5.421524664,4.842657343,4.366946779
0.01,0.0005,0.000560101,0.107135373,3,1.428571429,1.1875,1.125,1.09375,1.073170732,1.06122449,1.050847458,1.045454545,1.04
0.01,0.001,0.000937584,0.095658718,3,1.5,1.333333333,1.263157895,1.28,1.272727273,1.234042553,1.189655172,1.164383562,1.168674699
0.01,0.003,0.001656829,0.100835026,4,1.857142857,1.611111111,1.5,1.52173913,1.5,1.513157895,1.465116279,1.411764706,1.428571429
0.01,0.005,0.004558457,0.096986221,4,2,1.684210526,1.730769231,1.617647059,1.581395349,1.545454545,1.53030303,1.493333333,1.457831325
0.011,0.0005,0.000161209,0.107687828,3,1.285714286,1.333333333,1.35,1.296296296,1.34375,1.315789474,1.295454545,1.3,1.267857143
0.011,0.001,0.000532591,0.105336879,3,1.25,1.105263158,1.074074074,1.055555556,1.044444444,1.056603774,1.06557377,1.0625,1.050505051
0.011,0.003,0.003338337,0.098140843,4,2,1.692307692,1.434782609,1.333333333,1.327868852,1.34939759,1.315217391,1.302752294,1.285714286
0.011,0.005,0.001779296,0.096390421,3,1.625,1.45,1.464285714,1.394736842,1.382978723,1.425925926,1.421875,1.445945946,1.469879518
0.099,0.0005,0.005360976,0.003959297,4,1.5,1.384615385,1.607142857,1.458333333,1.409090909,1.422222222,1.411290323,1.407894737,1.407407407
0.099,0.001,0.001795055,0.001090439,10,3.5,3.333333333,3.3125,3.102564103,2.965811966,2.820512821,2.614634146,2.470588235,2.331147541
0.099,0.003,0.00585235,0.009721809,19,10.25,9.041666667,8.595744681,7.582278481,6.521008403,5.784431138,5.13963964,4.673758865,4.222222222
0.099,0.005,0.004859127,0.003989159,22,13.25,11.58333333,10.10416667,8.425,7.1,6.173652695,5.461538462,4.869257951,4.426136364
0.01,0.0005,0.00033809,0.102365401,3,1.285714286,1.176470588,1.12,1.088235294,1.069767442,1.058823529,1.048387097,1.04109589,1.034883721
0.01,0.001,0.001215494,0.094663035,3,1.8,1.5,1.352941176,1.28,1.25,1.2,1.16,1.129032258,1.103896104
0.01,0.003,0.001714295,0.098979796,4,2.142857143,1.631578947,1.411764706,1.37037037,1.357142857,1.345679012,1.322222222,1.303030303,1.309090909
0.01,0.005,0.002477062,0.09596585,3,1.714285714,1.473684211,1.576923077,1.472222222,1.444444444,1.452830189,1.428571429,1.424657534,1.397590361
0.011,0.0005,0.000351636,0.092153057,3,1.333333333,1.142857143,1.1,1.068965517,1.054054054,1.045454545,1.037735849,1.032258065,1.029411765
0.011,0.001,0.000887351,0.093079498,3,1.428571429,1.1875,1.115384615,1.083333333,1.068181818,1.055555556,1.047619048,1.050632911,1.043010753
0.011,0.003,0.001471798,0.092719147,3,1.428571429,1.333333333,1.294117647,1.310344828,1.46,1.369230769,1.342465753,1.337349398,1.343434343
0.011,0.005,0.002179041,0.092169769,3,1.428571429,1.529411765,1.444444444,1.4,1.372093023,1.411764706,1.403225806,1.424657534,1.44047619
0.099,0.0005,0.005920359,0.001538084,4,1.75,1.5,1.533333333,1.442307692,1.391891892,1.402061856,1.380597015,1.363057325,1.387434555
0.099,0.001,0.000598352,0.00283196,8,3.142857143,3.636363636,3.727272727,3.602739726,3.23853211,2.993377483,2.854166667,2.605809129,2.496551724
0.099,0.003,0.004716991,0.001331312,21,13.75,12.375,10.20833333,8.46835443,7.093220339,6.109090909,5.340909091,4.796428571,4.344827586
0.099,0.005,0.004506939,0.004848179,22,17.625,14.25,10.85416667,8.7375,7.316666667,6.267857143,5.488789238,4.919298246,4.433802817
0.01,0.0005,0.000498631,0.092978519,3,1.4,1.363636364,1.3125,1.304347826,1.275862069,1.285714286,1.261904762,1.244897959,1.206896552
0.01,0.001,0.000409573,0.096720181,3,1.333333333,1.272727273,1.2,1.192307692,1.181818182,1.15,1.12244898,1.098360656,1.075949367
0.01,0.003,0.002266759,0.09833451,3,1.625,1.380952381,1.294117647,1.236363636,1.323529412,1.35,1.348314607,1.340206186,1.318181818
0.01,0.005,0.004837726,0.095181775,3,1.857142857,1.5,1.366666667,1.388888889,1.409090909,1.425925926,1.476190476,1.479452055,1.487804878
0.011,0.0005,0.000858123,0.093775911,3,1.333333333,1.142857143,1.1,1.071428571,1.055555556,1.044444444,1.037735849,1.032258065,1.028169014
0.011,0.001,0.001212062,0.10671462,3,1.571428571,1.25,1.16,1.114285714,1.090909091,1.078431373,1.068965517,1.060606061,1.053333333
0.011,0.003,0.001866446,0.103143061,3,1.25,1.235294118,1.37037037,1.404761905,1.409836066,1.337662338,1.302325581,1.287128713,1.280701754
0.011,0.005,0.002641969,0.100176114,3,1.625,1.45,1.518518519,1.527777778,1.577777778,1.574074074,1.590163934,1.527777778,1.493975904
0.099,0.0005,0.037907676,0.005761198,4,2,2,1.571428571,1.45,1.473684211,1.4,1.388888889,1.333333333,1.339181287
0.099,0.001,0.002426703,0.00336318,10,4.125,3.636363636,3.227272727,3.071428571,2.903846154,2.811188811,2.633507853,2.493723849,2.378472222
0.099,0.003,0.002692582,0.001703609,28,17.75,14.04166667,10.83333333,8.625,7.166666667,6.186746988,5.47706422,4.902173913,4.434402332
0.099,0.005,0.003194383,0.004701208,21,18.125,14.75,11.02083333,8.9,7.4,6.341317365,5.570135747,4.989361702,4.474431818
0.01,0.0005,0.000749268,0.092274538,3,1.285714286,1.133333333,1.086956522,1.064516129,1.051282051,1.042553191,1.035087719,1.03125,1.02739726
0.01,0.001,0.000978738,0.105000039,3,1.6,1.272727273,1.15,1.103448276,1.083333333,1.071428571,1.057692308,1.049180328,1.038961039
0.01,0.003,0.002155811,0.101242284,3,1.375,1.3125,1.222222222,1.311111111,1.25,1.215189873,1.193548387,1.229357798,1.246031746
0.01,0.005,0.005980742,0.09572298,3,2,1.8125,1.76,1.676470588,1.555555556,1.603773585,1.578125,1.611111111,1.56626506
0.011,0.0005,0.000495984,0.094069871,2,1,1,1,1,1,1,1,1,1
0.011,0.001,0.001095277,0.108764725,3,1.571428571,1.235294118,1.153846154,1.117647059,1.095238095,1.078431373,1.06779661,1.057142857,1.075
0.011,0.003,0.003620617,0.0948736,3,1.5,1.307692308,1.166666667,1.153846154,1.15,1.175,1.177777778,1.205607477,1.184
0.011,0.005,0.003150095,0.09560228,3,1.571428571,1.473684211,1.535714286,1.5,1.511627907,1.471698113,1.508196721,1.478873239,1.46835443
0.099,0.0005,0.005398971,0.002473863,5,1.666666667,1.444444444,1.657142857,1.631578947,1.571428571,1.519230769,1.485507246,1.442424242,1.409090909
0.099,0.001,0.000557875,0.000902769,8,4.714285714,3.782608696,3.666666667,3.533333333,3.114035088,2.8125,2.640776699,2.521912351,2.397350993
0.099,0.003,0.001118034,0.005474793,20,13.25,11.375,9.854166667,8.1875,6.908333333,5.982142857,5.283783784,4.715789474,4.286931818
0.099,0.005,0.007071068,0.006589072,27,18.625,14.45833333,10.95833333,8.775,7.325,6.267857143,5.518018018,4.912280702,4.426966292
0.01,0.0005,9.7029E-05,0.092755091,3,1.285714286,1.2,1.181818182,1.15625,1.125,1.130434783,1.109090909,1.096774194,1.084507042
0.01,0.001,0.001022238,0.092710309,3,1.285714286,1.142857143,1.086956522,1.066666667,1.052631579,1.042553191,1.035714286,1.03030303,1.025641026
0.01,0.003,0.003313194,0.100918185,3,1.5,1.25,1.222222222,1.276595745,1.268656716,1.25,1.255813953,1.3,1.32173913
0.01,0.005,0.003441791,0.100107723,3,1.375,1.315789474,1.423076923,1.470588235,1.454545455,1.461538462,1.482758621,1.46969697,1.441558442
0.011,0.0005,0.001382962,0.089799267,3,1.428571429,1.230769231,1.157894737,1.115384615,1.085714286,1.066666667,1.056603774,1.05,1.044776119
0.011,0.001,0.00092048,0.108922084,3,1.375,1.1875,1.12,1.090909091,1.069767442,1.06,1.050847458,1.043478261,1.036585366
0.011,0.003,0.004194448,0.09284848,3,1.428571429,1.277777778,1.24137931,1.307692308,1.366666667,1.337837838,1.317647059,1.402061856,1.411214953
0.011,0.005,0.003888247,0.095464362,3,1.5,1.4,1.428571429,1.470588235,1.441860465,1.452830189,1.5,1.557142857,1.58974359
0.099,0.0005,0.004490604,0.010034662,4,1,1.25,1.411764706,1.291666667,1.194444444,1.192307692,1.169230769,1.182926829,1.175257732
0.099,0.001,0.004472136,0.004461282,11,3.75,3.130434783,3.5,3.352112676,3.074766355,2.813333333,2.706185567,2.583333333,2.431506849
0.099,0.003,0.002828427,0.003585438,23,15.375,12.75,10.16666667,8.3,6.933333333,5.970238095,5.298642534,4.731448763,4.315186246
0.099,0.005,0.002357023,0.009100061,24,15.75,12.54166667,10.625,8.6875,7.258333333,6.232142857,5.475336323,4.887719298,4.489971347
0.01,0.0005,0.000625719,0.106634775,3,2,1.6,1.466666667,1.347826087,1.310344828,1.277777778,1.25,1.215686275,1.180327869
0.01,0.001,0.000951136,0.095250036,3,1.285714286,1.214285714,1.25,1.206896552,1.153846154,1.12244898,1.101694915,1.101449275,1.104651163
0.01,0.003,0.002194358,0.091573211,3,1.375,1.473684211,1.4,1.480769231,1.373134328,1.320512821,1.310344828,1.336842105,1.317757009
0.01,0.005,0.00574769,0.095394575,4,2,1.619047619,1.535714286,1.5625,1.5,1.489795918,1.526315789,1.553846154,1.567567568
0.011,0.0005,0.000272396,0.093054438,3,1.285714286,1.142857143,1.1,1.071428571,1.054054054,1.045454545,1.037735849,1.032786885,1.027777778
0.011,0.001,0.000727408,0.107212263,3,1.571428571,1.333333333,1.304347826,1.25,1.181818182,1.140350877,1.117647059,1.1,1.094736842
0.011,0.003,0.004516574,0.092913939,3,1.5,1.294117647,1.307692308,1.225,1.305084746,1.291139241,1.279069767,1.29,1.280701754
0.011,0.005,0.003800417,0.100558991,3,1.75,1.6,1.517241379,1.5,1.5,1.5,1.5,1.521126761,1.512820513
